"SEASON_YEAR","TEAM_NAME","GAME_DATE","MATCHUP","OFF_RATING","DEF_RATING","OREB_PCT","TM_TOV_PCT","EFG_PCT","TS_PCT","E_PACE"
"2019-20","Orlando Magic","2019-12-11T00:00:00","ORL vs. LAL",108.9,100,0.25,0.178,0.556,0.6,90.2
"2019-20","Indiana Pacers","2019-12-11T00:00:00","IND vs. BOS",119.6,115.4,0.125,0.059,0.545,0.598,103.6
"2019-20","Sacramento Kings","2019-12-11T00:00:00","SAC vs. OKC",112,93.9,0.4,0.22,0.616,0.626,101.2
"2019-20","New Orleans Pelicans","2019-12-11T00:00:00","NOP @ MIL",124.5,111.5,0.25,0.17,0.631,0.685,106.4
"2019-20","Atlanta Hawks","2019-12-10T00:00:00","ATL @ MIA",117.8,110.9,0.167,0.089,0.598,0.589,96.7
"2019-20","Miami Heat","2019-12-10T00:00:00","MIA vs. ATL",110.9,117.8,0.36,0.13,0.5,0.534,96.7
"2019-20","Washington Wizards","2019-12-10T00:00:00","WAS @ CHA",120.4,124.5,0.355,0.102,0.48,0.534,101.3
"2019-20","Philadelphia 76ers","2019-12-10T00:00:00","PHI vs. DEN",95.5,95.5,0.379,0.159,0.443,0.446,92.3
"2019-20","Portland Trail Blazers","2019-12-10T00:00:00","POR vs. NYK",112.2,93.9,0.2,0.082,0.533,0.562,100
"2019-20","Denver Nuggets","2019-12-10T00:00:00","DEN @ PHI",95.5,95.5,0.2,0.159,0.5,0.522,92.3
"2019-20","Charlotte Hornets","2019-12-10T00:00:00","CHA vs. WAS",124.5,120.4,0.333,0.122,0.534,0.598,101.3
"2019-20","New York Knicks","2019-12-10T00:00:00","NYK @ POR",93.9,112.2,0.2,0.082,0.42,0.451,100
"2019-20","Memphis Grizzlies","2019-12-09T00:00:00","MEM @ GSW",107.7,107.8,0.167,0.212,0.654,0.659,104.4
"2019-20","New Orleans Pelicans","2019-12-09T00:00:00","NOP vs. DET",108.7,126.1,0.481,0.174,0.49,0.497,99.2
"2019-20","Sacramento Kings","2019-12-09T00:00:00","SAC @ HOU",122.4,110.2,0.25,0.082,0.522,0.58,98
"2019-20","Chicago Bulls","2019-12-09T00:00:00","CHI vs. TOR",80.4,86.3,0.231,0.235,0.452,0.468,104
"2019-20","Indiana Pacers","2019-12-09T00:00:00","IND vs. LAC",104.1,104.2,0.367,0.102,0.433,0.486,96.6
"2019-20","Oklahoma City Thunder","2019-12-09T00:00:00","OKC @ UTA",103.9,86,0.125,0.078,0.5,0.55,102.7
"2019-20","Orlando Magic","2019-12-09T00:00:00","ORL @ MIL",122,116,0.296,0.08,0.542,0.568,101.8
"2019-20","Minnesota Timberwolves","2019-12-09T00:00:00","MIN @ PHX",93.8,133.3,0.4,0.229,0.378,0.496,100.1
"2019-20","LA Clippers","2019-12-09T00:00:00","LAC @ IND",104.2,104.1,0.214,0.063,0.469,0.489,96.6
"2019-20","Phoenix Suns","2019-12-09T00:00:00","PHX vs. MIN",133.3,93.8,0.346,0.083,0.587,0.619,100.1
"2019-20","Golden State Warriors","2019-12-09T00:00:00","GSW vs. MEM",107.8,107.7,0.259,0.118,0.479,0.53,104.4
"2019-20","Milwaukee Bucks","2019-12-09T00:00:00","MIL vs. ORL",116,122,0.118,0.16,0.675,0.673,101.8
"2019-20","Houston Rockets","2019-12-09T00:00:00","HOU vs. SAC",110.2,122.4,0.421,0.245,0.579,0.624,98
"2019-20","Boston Celtics","2019-12-09T00:00:00","BOS vs. CLE",123.9,102.1,0.235,0.174,0.692,0.684,95.6
"2019-20","Cleveland Cavaliers","2019-12-09T00:00:00","CLE @ BOS",102.1,123.9,0.467,0.17,0.447,0.471,95.6
"2019-20","Toronto Raptors","2019-12-09T00:00:00","TOR @ CHI",86.3,80.4,0.379,0.196,0.329,0.438,104
"2019-20","Detroit Pistons","2019-12-09T00:00:00","DET @ NOP",126.1,108.7,0.273,0.109,0.57,0.606,99.2
"2019-20","Utah Jazz","2019-12-09T00:00:00","UTA vs. OKC",86,103.9,0.194,0.12,0.394,0.426,102.7
"2019-20","Sacramento Kings","2019-12-08T00:00:00","SAC @ DAL",102.3,136.4,0.273,0.186,0.513,0.541,92
"2019-20","Miami Heat","2019-12-08T00:00:00","MIA vs. CHI",104.2,100,0.222,0.25,0.534,0.646,96
"2019-20","Denver Nuggets","2019-12-08T00:00:00","DEN @ BKN",102.1,110.6,0.29,0.106,0.458,0.478,99.3
"2019-20","Portland Trail Blazers","2019-12-08T00:00:00","POR vs. OKC",114,123.3,0.419,0.047,0.404,0.461,87.8
"2019-20","Brooklyn Nets","2019-12-08T00:00:00","BKN vs. DEN",110.6,102.1,0.333,0.149,0.547,0.564,99.3
"2019-20","Charlotte Hornets","2019-12-08T00:00:00","CHA vs. ATL",108,142,0.357,0.12,0.42,0.511,103.8
"2019-20","Minnesota Timberwolves","2019-12-08T00:00:00","MIN @ LAL",120,140.8,0.222,0.16,0.628,0.671,99.6
"2019-20","LA Clippers","2019-12-08T00:00:00","LAC @ WAS",142.9,110,0.435,0.122,0.596,0.648,106.2
"2019-20","Chicago Bulls","2019-12-08T00:00:00","CHI @ MIA",100,104.2,0.211,0.229,0.544,0.611,96
"2019-20","Washington Wizards","2019-12-08T00:00:00","WAS vs. LAC",110,142.9,0.222,0.12,0.489,0.548,106.2
"2019-20","Toronto Raptors","2019-12-08T00:00:00","TOR @ PHI",121.6,103.9,0.292,0.157,0.568,0.613,105
"2019-20","Oklahoma City Thunder","2019-12-08T00:00:00","OKC @ POR",123.3,114,0.333,0.093,0.473,0.568,87.8
"2019-20","Los Angeles Lakers","2019-12-08T00:00:00","LAL vs. MIN",140.8,120,0.3,0.102,0.656,0.692,99.6
"2019-20","Philadelphia 76ers","2019-12-08T00:00:00","PHI vs. TOR",103.9,121.6,0.3,0.294,0.625,0.656,105
"2019-20","Atlanta Hawks","2019-12-08T00:00:00","ATL @ CHA",142,108,0.435,0.14,0.633,0.67,103.8
"2019-20","Dallas Mavericks","2019-12-08T00:00:00","DAL vs. SAC",136.4,102.3,0.444,0.182,0.695,0.709,92
"2019-20","Houston Rockets","2019-12-07T00:00:00","HOU vs. PHX",101.9,107.5,0.222,0.167,0.488,0.551,111
"2019-20","Cleveland Cavaliers","2019-12-07T00:00:00","CLE @ PHI",116,125.5,0.345,0.14,0.5,0.54,104.2
"2019-20","New Orleans Pelicans","2019-12-07T00:00:00","NOP @ DAL",61.5,129.4,0.207,0.25,0.325,0.371,106.2
"2019-20","New York Knicks","2019-12-07T00:00:00","NYK vs. IND",89.6,79.2,0.324,0.104,0.383,0.415,97
"2019-20","Utah Jazz","2019-12-07T00:00:00","UTA vs. MEM",107.5,111.5,0.3,0.245,0.619,0.645,103.7
"2019-20","Philadelphia 76ers","2019-12-07T00:00:00","PHI vs. CLE",125.5,116,0.348,0.078,0.589,0.61,104.2
"2019-20","Phoenix Suns","2019-12-07T00:00:00","PHX @ HOU",107.5,101.9,0.31,0.151,0.467,0.517,111
"2019-20","Memphis Grizzlies","2019-12-07T00:00:00","MEM @ UTA",111.5,107.5,0.095,0.096,0.573,0.598,103.7
"2019-20","Indiana Pacers","2019-12-07T00:00:00","IND @ NYK",79.2,89.6,0.192,0.229,0.436,0.461,97
"2019-20","Dallas Mavericks","2019-12-07T00:00:00","DAL vs. NOP",129.4,61.5,0.143,0.118,0.64,0.671,106.2
"2019-20","Detroit Pistons","2019-12-06T00:00:00","DET vs. IND",112.8,121.3,0.4,0.17,0.523,0.544,95.8
"2019-20","Los Angeles Lakers","2019-12-06T00:00:00","LAL @ POR",115.7,100,0.375,0.196,0.558,0.595,108.1
"2019-20","Sacramento Kings","2019-12-06T00:00:00","SAC @ SAS",116,96,0.435,0.18,0.554,0.586,101.2
"2019-20","Indiana Pacers","2019-12-06T00:00:00","IND @ DET",121.3,112.8,0.167,0.106,0.634,0.647,95.8
"2019-20","Washington Wizards","2019-12-06T00:00:00","WAS @ MIA",80.9,110.9,0.313,0.128,0.359,0.391,97.5
"2019-20","Milwaukee Bucks","2019-12-06T00:00:00","MIL vs. LAC",119.6,84.2,0.238,0.161,0.63,0.653,114.6
"2019-20","Boston Celtics","2019-12-06T00:00:00","BOS vs. DEN",112.2,102,0.158,0.163,0.631,0.641,102.7
"2019-20","Orlando Magic","2019-12-06T00:00:00","ORL @ CLE",91.1,88.9,0.36,0.222,0.405,0.48,94.6
"2019-20","Chicago Bulls","2019-12-06T00:00:00","CHI vs. GSW",102.2,108.7,0.231,0.152,0.536,0.537,93.9
"2019-20","LA Clippers","2019-12-06T00:00:00","LAC @ MIL",84.2,119.6,0.353,0.175,0.353,0.426,114.6
"2019-20","San Antonio Spurs","2019-12-06T00:00:00","SAS vs. SAC",96,116,0.296,0.16,0.467,0.493,101.2
"2019-20","Cleveland Cavaliers","2019-12-06T00:00:00","CLE vs. ORL",88.9,91.1,0.269,0.2,0.452,0.466,94.6
"2019-20","Minnesota Timberwolves","2019-12-06T00:00:00","MIN @ OKC",130.6,138,0.25,0.082,0.628,0.645,99
"2019-20","Denver Nuggets","2019-12-06T00:00:00","DEN @ BOS",102,112.2,0.407,0.184,0.467,0.502,102.7
"2019-20","Charlotte Hornets","2019-12-06T00:00:00","CHA vs. BKN",100,116.7,0.259,0.191,0.488,0.515,98.5
"2019-20","Portland Trail Blazers","2019-12-06T00:00:00","POR vs. LAL",100,115.7,0.115,0.098,0.475,0.537,108.1
"2019-20","Golden State Warriors","2019-12-06T00:00:00","GSW @ CHI",108.7,102.2,0.222,0.174,0.556,0.593,93.9
"2019-20","Miami Heat","2019-12-06T00:00:00","MIA vs. WAS",110.9,80.9,0.296,0.13,0.489,0.522,97.5
"2019-20","Oklahoma City Thunder","2019-12-06T00:00:00","OKC vs. MIN",138,130.6,0.381,0.06,0.536,0.646,99
"2019-20","Brooklyn Nets","2019-12-06T00:00:00","BKN @ CHA",116.7,100,0.44,0.125,0.522,0.551,98.5
"2019-20","New Orleans Pelicans","2019-12-05T00:00:00","NOP vs. PHX",110,104.1,0.35,0.22,0.579,0.629,101.7
"2019-20","Phoenix Suns","2019-12-05T00:00:00","PHX @ NOP",104.1,110,0.412,0.163,0.404,0.456,101.7
"2019-20","Houston Rockets","2019-12-05T00:00:00","HOU @ TOR",109.8,105.9,0.424,0.196,0.459,0.516,103.3
"2019-20","Washington Wizards","2019-12-05T00:00:00","WAS vs. PHI",110.2,118.4,0.379,0.102,0.409,0.503,97
"2019-20","New York Knicks","2019-12-05T00:00:00","NYK vs. DEN",90.4,119.2,0.143,0.115,0.453,0.478,105.1
"2019-20","Toronto Raptors","2019-12-05T00:00:00","TOR vs. HOU",105.9,109.8,0.25,0.157,0.488,0.562,103.3
"2019-20","Philadelphia 76ers","2019-12-05T00:00:00","PHI @ WAS",118.4,110.2,0.316,0.184,0.603,0.655,97
"2019-20","Denver Nuggets","2019-12-05T00:00:00","DEN @ NYK",119.2,90.4,0.286,0.173,0.636,0.646,105.1
"2019-20","Detroit Pistons","2019-12-04T00:00:00","DET vs. MIL",101.9,125.9,0.179,0.111,0.49,0.525,110.4
"2019-20","Memphis Grizzlies","2019-12-04T00:00:00","MEM @ CHI",125.5,107.7,0.292,0.118,0.564,0.607,106.4
"2019-20","Boston Celtics","2019-12-04T00:00:00","BOS vs. MIA",133.3,108.9,0.391,0.111,0.573,0.636,90.2
"2019-20","Brooklyn Nets","2019-12-04T00:00:00","BKN @ ATL",137,131.5,0.278,0.13,0.707,0.728,111.8
"2019-20","Minnesota Timberwolves","2019-12-04T00:00:00","MIN @ DAL",123.4,144.7,0.286,0.149,0.619,0.643,95.1
"2019-20","Golden State Warriors","2019-12-04T00:00:00","GSW @ CHA",80.4,102.1,0.143,0.13,0.4,0.421,94.8
"2019-20","Portland Trail Blazers","2019-12-04T00:00:00","POR vs. SAC",119.6,104,0.211,0.176,0.649,0.7,100.5
"2019-20","Dallas Mavericks","2019-12-04T00:00:00","DAL vs. MIN",144.7,123.4,0.44,0.085,0.587,0.641,95.1
"2019-20","Los Angeles Lakers","2019-12-04T00:00:00","LAL @ UTA",112,100,0.125,0.04,0.593,0.58,100.6
"2019-20","Orlando Magic","2019-12-04T00:00:00","ORL vs. PHX",126,114.3,0.286,0.22,0.73,0.753,101.6
"2019-20","Atlanta Hawks","2019-12-04T00:00:00","ATL vs. BKN",131.5,137,0.32,0.148,0.628,0.646,111.8
"2019-20","Utah Jazz","2019-12-04T00:00:00","UTA vs. LAL",100,112,0.286,0.286,0.542,0.594,100.6
"2019-20","Oklahoma City Thunder","2019-12-04T00:00:00","OKC vs. IND",111.1,128.9,0.375,0.178,0.523,0.546,91.9
"2019-20","Charlotte Hornets","2019-12-04T00:00:00","CHA vs. GSW",102.1,80.4,0.308,0.191,0.523,0.535,94.8
"2019-20","Sacramento Kings","2019-12-04T00:00:00","SAC @ POR",104,119.6,0.192,0.08,0.43,0.511,100.5
"2019-20","Miami Heat","2019-12-04T00:00:00","MIA @ BOS",108.9,133.3,0.238,0.2,0.576,0.612,90.2
"2019-20","Chicago Bulls","2019-12-04T00:00:00","CHI vs. MEM",107.7,125.5,0.269,0.154,0.458,0.564,106.4
"2019-20","Phoenix Suns","2019-12-04T00:00:00","PHX @ ORL",114.3,126,0.217,0.184,0.628,0.626,101.6
"2019-20","Milwaukee Bucks","2019-12-04T00:00:00","MIL @ DET",125.9,101.9,0.217,0.13,0.578,0.653,110.4
"2019-20","Indiana Pacers","2019-12-04T00:00:00","IND @ OKC",128.9,111.1,0.5,0.111,0.523,0.578,91.9
"2019-20","Miami Heat","2019-12-03T00:00:00","MIA @ TOR",104.2,117,0.296,0.125,0.5,0.521,96.3
"2019-20","Houston Rockets","2019-12-03T00:00:00","HOU @ SAS",104,112,0.31,0.14,0.469,0.503,103.5
"2019-20","Portland Trail Blazers","2019-12-03T00:00:00","POR @ LAC",76,112.2,0.281,0.16,0.362,0.386,103.9
"2019-20","New Orleans Pelicans","2019-12-03T00:00:00","NOP vs. DAL",93.6,125.5,0.242,0.043,0.418,0.426,95.9
"2019-20","Detroit Pistons","2019-12-03T00:00:00","DET @ CLE",138.3,104.3,0.3,0.106,0.667,0.676,96.5
"2019-20","Washington Wizards","2019-12-03T00:00:00","WAS vs. ORL",129.4,111.3,0.143,0.118,0.682,0.694,104.1
"2019-20","Dallas Mavericks","2019-12-03T00:00:00","DAL @ NOP",125.5,93.6,0.217,0.106,0.585,0.637,95.9
"2019-20","Orlando Magic","2019-12-03T00:00:00","ORL @ WAS",111.3,129.4,0.25,0.132,0.513,0.595,104.1
"2019-20","Los Angeles Lakers","2019-12-03T00:00:00","LAL @ DEN",90,94,0.182,0.18,0.457,0.524,99.3
"2019-20","Cleveland Cavaliers","2019-12-03T00:00:00","CLE vs. DET",104.3,138.3,0.304,0.174,0.5,0.529,96.5
"2019-20","Toronto Raptors","2019-12-03T00:00:00","TOR vs. MIA",117,104.2,0.15,0.128,0.6,0.634,96.3
"2019-20","San Antonio Spurs","2019-12-03T00:00:00","SAS vs. HOU",112,104,0.318,0.2,0.585,0.611,103.5
"2019-20","LA Clippers","2019-12-03T00:00:00","LAC vs. POR",112.2,76,0.387,0.143,0.5,0.512,103.9
"2019-20","Denver Nuggets","2019-12-03T00:00:00","DEN vs. LAL",94,90,0.207,0.1,0.402,0.466,99.3
"2019-20","Memphis Grizzlies","2019-12-02T00:00:00","MEM vs. IND",116.3,122.4,0.28,0.102,0.511,0.565,100.9
"2019-20","Chicago Bulls","2019-12-02T00:00:00","CHI @ SAC",120.8,129.2,0.35,0.208,0.571,0.669,99.1
"2019-20","Milwaukee Bucks","2019-12-02T00:00:00","MIL vs. NYK",120,86,0.364,0.18,0.595,0.617,103.2
"2019-20","Atlanta Hawks","2019-12-02T00:00:00","ATL vs. GSW",117,83,0.455,0.191,0.565,0.581,97.5
"2019-20","Utah Jazz","2019-12-02T00:00:00","UTA @ PHI",104,86,0.158,0.18,0.59,0.611,102.7
"2019-20","Charlotte Hornets","2019-12-02T00:00:00","CHA vs. PHX",130,98,0.385,0.08,0.489,0.575,102
"2019-20","Philadelphia 76ers","2019-12-02T00:00:00","PHI vs. UTA",86,104,0.313,0.14,0.356,0.42,102.7
"2019-20","New York Knicks","2019-12-02T00:00:00","NYK @ MIL",86,120,0.2,0.1,0.407,0.433,103.2
"2019-20","Golden State Warriors","2019-12-02T00:00:00","GSW @ ATL",83,117,0.476,0.34,0.461,0.485,97.5
"2019-20","Indiana Pacers","2019-12-02T00:00:00","IND @ MEM",122.4,116.3,0.235,0.204,0.679,0.706,100.9
"2019-20","Phoenix Suns","2019-12-02T00:00:00","PHX @ CHA",98,130,0.179,0.098,0.419,0.495,102
"2019-20","Sacramento Kings","2019-12-02T00:00:00","SAC vs. CHI",129.2,120.8,0.455,0.146,0.58,0.623,99.1
"2019-20","Utah Jazz","2019-12-01T00:00:00","UTA @ TOR",155.3,108.2,0.526,0.128,0.686,0.717,98.6
"2019-20","New Orleans Pelicans","2019-12-01T00:00:00","NOP vs. OKC",102.1,108.5,0.12,0.104,0.512,0.55,98.2
"2019-20","Minnesota Timberwolves","2019-12-01T00:00:00","MIN vs. MEM",115.4,128.8,0.333,0.135,0.477,0.569,105.8
"2019-20","Memphis Grizzlies","2019-12-01T00:00:00","MEM @ MIN",128.8,115.4,0.182,0.096,0.611,0.655,105.8
"2019-20","Dallas Mavericks","2019-12-01T00:00:00","DAL @ LAL",110,77.6,0.393,0.14,0.5,0.526,100.1
"2019-20","Miami Heat","2019-12-01T00:00:00","MIA @ BKN",104.1,83.7,0.286,0.122,0.443,0.508,99.9
"2019-20","San Antonio Spurs","2019-12-01T00:00:00","SAS @ DET",94,149,0.185,0.04,0.457,0.475,94.8
"2019-20","Toronto Raptors","2019-12-01T00:00:00","TOR vs. UTA",108.2,155.3,0.28,0.143,0.5,0.555,98.6
"2019-20","Golden State Warriors","2019-12-01T00:00:00","GSW @ ORL",91.8,100,0.265,0.102,0.372,0.427,103.3
"2019-20","Washington Wizards","2019-12-01T00:00:00","WAS @ LAC",117.2,119.3,0.185,0.086,0.577,0.598,116.2
"2019-20","Orlando Magic","2019-12-01T00:00:00","ORL vs. GSW",100,91.8,0.382,0.143,0.426,0.457,103.3
"2019-20","Oklahoma City Thunder","2019-12-01T00:00:00","OKC @ NOP",108.5,102.1,0.111,0.064,0.5,0.546,98.2
"2019-20","Boston Celtics","2019-12-01T00:00:00","BOS @ NYK",112.2,95.8,0.414,0.143,0.5,0.538,98
"2019-20","Los Angeles Lakers","2019-12-01T00:00:00","LAL vs. DAL",77.6,110,0.148,0.184,0.385,0.433,100.1
"2019-20","LA Clippers","2019-12-01T00:00:00","LAC vs. WAS",119.3,117.2,0.143,0.211,0.622,0.689,116.2
"2019-20","Detroit Pistons","2019-12-01T00:00:00","DET vs. SAS",149,94,0.412,0.143,0.756,0.756,94.8
"2019-20","New York Knicks","2019-12-01T00:00:00","NYK vs. BOS",95.8,112.2,0.261,0.146,0.412,0.501,98
"2019-20","Brooklyn Nets","2019-12-01T00:00:00","BKN vs. MIA",83.7,104.1,0.222,0.184,0.43,0.458,99.9
"2019-20","Denver Nuggets","2019-11-30T00:00:00","DEN @ SAC",70.2,108.7,0.207,0.149,0.338,0.375,98
"2019-20","Philadelphia 76ers","2019-11-30T00:00:00","PHI vs. IND",108,104.1,0.235,0.2,0.545,0.653,102.6
"2019-20","Charlotte Hornets","2019-11-30T00:00:00","CHA @ MIL",95.9,142,0.387,0.184,0.418,0.451,101
"2019-20","Atlanta Hawks","2019-11-30T00:00:00","ATL @ HOU",115.7,148.1,0.233,0.098,0.531,0.558,104.6
"2019-20","Indiana Pacers","2019-11-30T00:00:00","IND @ PHI",104.1,108,0.211,0.245,0.569,0.618,102.6
"2019-20","Milwaukee Bucks","2019-11-30T00:00:00","MIL vs. CHA",142,95.9,0.125,0.02,0.688,0.683,101
"2019-20","Sacramento Kings","2019-11-30T00:00:00","SAC vs. DEN",108.7,70.2,0.36,0.196,0.5,0.531,98
"2019-20","Houston Rockets","2019-11-30T00:00:00","HOU vs. ATL",148.1,115.7,0.458,0.135,0.663,0.703,104.6
"2019-20","Brooklyn Nets","2019-11-29T00:00:00","BKN vs. BOS",101.9,98.1,0.273,0.226,0.548,0.582,106.6
"2019-20","Atlanta Hawks","2019-11-29T00:00:00","ATL @ IND",85.1,108.5,0.286,0.298,0.486,0.525,96.7
"2019-20","Dallas Mavericks","2019-11-29T00:00:00","DAL @ PHX",136.7,128.6,0.25,0.02,0.525,0.646,97.5
"2019-20","Indiana Pacers","2019-11-29T00:00:00","IND vs. ATL",108.5,85.1,0.346,0.106,0.479,0.514,96.7
"2019-20","Boston Celtics","2019-11-29T00:00:00","BOS @ BKN",98.1,101.9,0.394,0.189,0.41,0.463,106.6
"2019-20","Washington Wizards","2019-11-29T00:00:00","WAS @ LAL",100,101.9,0.355,0.167,0.429,0.493,110.1
"2019-20","Phoenix Suns","2019-11-29T00:00:00","PHX vs. DAL",128.6,136.7,0.379,0.061,0.53,0.557,97.5
"2019-20","Charlotte Hornets","2019-11-29T00:00:00","CHA @ DET",109.1,111.1,0.292,0.182,0.525,0.557,90.5
"2019-20","Golden State Warriors","2019-11-29T00:00:00","GSW @ MIA",94,104.1,0.16,0.1,0.357,0.516,98.8
"2019-20","Miami Heat","2019-11-29T00:00:00","MIA vs. GSW",104.1,94,0.304,0.224,0.514,0.564,98.8
"2019-20","Los Angeles Lakers","2019-11-29T00:00:00","LAL vs. WAS",101.9,100,0.182,0.204,0.539,0.593,110.1
"2019-20","Chicago Bulls","2019-11-29T00:00:00","CHI @ POR",114.3,112.5,0.387,0.102,0.489,0.527,97.4
"2019-20","Detroit Pistons","2019-11-29T00:00:00","DET vs. CHA",111.1,109.1,0.3,0.156,0.592,0.59,90.5
"2019-20","Milwaukee Bucks","2019-11-29T00:00:00","MIL @ CLE",102,126,0.276,0.137,0.5,0.524,98.9
"2019-20","New Orleans Pelicans","2019-11-29T00:00:00","NOP @ OKC",100,92.2,0.125,0.118,0.512,0.546,101.2
"2019-20","Memphis Grizzlies","2019-11-29T00:00:00","MEM vs. UTA",86.7,140,0.324,0.111,0.375,0.385,93.2
"2019-20","Orlando Magic","2019-11-29T00:00:00","ORL vs. TOR",75,104.2,0.387,0.25,0.326,0.376,98.4
"2019-20","San Antonio Spurs","2019-11-29T00:00:00","SAS vs. LAC",108,88,0.25,0.12,0.511,0.539,99.6
"2019-20","Portland Trail Blazers","2019-11-29T00:00:00","POR vs. CHI",112.5,114.3,0.167,0.104,0.549,0.583,97.4
"2019-20","LA Clippers","2019-11-29T00:00:00","LAC @ SAS",88,108,0.207,0.16,0.419,0.473,99.6
"2019-20","New York Knicks","2019-11-29T00:00:00","NYK vs. PHI",91.7,126.5,0.259,0.167,0.423,0.469,97.5
"2019-20","Cleveland Cavaliers","2019-11-29T00:00:00","CLE vs. MIL",126,102,0.158,0.16,0.721,0.711,98.9
"2019-20","Philadelphia 76ers","2019-11-29T00:00:00","PHI @ NYK",126.5,91.7,0.438,0.184,0.603,0.696,97.5
"2019-20","Utah Jazz","2019-11-29T00:00:00","UTA @ MEM",140,86.7,0.385,0.044,0.56,0.589,93.2
"2019-20","Toronto Raptors","2019-11-29T00:00:00","TOR @ ORL",104.2,75,0.2,0.208,0.543,0.601,98.4
"2019-20","Oklahoma City Thunder","2019-11-29T00:00:00","OKC vs. NOP",92.2,100,0.074,0.118,0.488,0.505,101.2
"2019-20","Portland Trail Blazers","2019-11-27T00:00:00","POR vs. OKC",135.2,127.8,0.217,0.074,0.612,0.667,108.4
"2019-20","Boston Celtics","2019-11-27T00:00:00","BOS vs. BKN",125.5,94,0.533,0.137,0.48,0.552,104
"2019-20","Utah Jazz","2019-11-27T00:00:00","UTA @ IND",115.7,133.3,0.35,0.196,0.588,0.633,103
"2019-20","Sacramento Kings","2019-11-27T00:00:00","SAC @ PHI",91.8,100,0.148,0.122,0.478,0.48,98.9
"2019-20","New York Knicks","2019-11-27T00:00:00","NYK @ TOR",110.6,141.7,0.385,0.17,0.477,0.528,96.1
"2019-20","Orlando Magic","2019-11-27T00:00:00","ORL @ CLE",111.8,102,0.2,0.157,0.598,0.628,101.7
"2019-20","Detroit Pistons","2019-11-27T00:00:00","DET @ CHA",93.2,106.8,0.214,0.068,0.456,0.447,88.7
"2019-20","New Orleans Pelicans","2019-11-27T00:00:00","NOP vs. LAL",86.8,115.4,0.379,0.226,0.346,0.468,105.3
"2019-20","Houston Rockets","2019-11-27T00:00:00","HOU vs. MIA",98.1,132,0.222,0.154,0.461,0.535,102.9
"2019-20","Washington Wizards","2019-11-27T00:00:00","WAS @ PHX",120,112.5,0.182,0.164,0.605,0.665,111.2
"2019-20","Miami Heat","2019-11-27T00:00:00","MIA @ HOU",132,98.1,0.333,0.14,0.61,0.657,102.9
"2019-20","Minnesota Timberwolves","2019-11-27T00:00:00","MIN @ SAS",116.7,114.9,0.136,0.083,0.605,0.628,95.7
"2019-20","Los Angeles Lakers","2019-11-27T00:00:00","LAL @ NOP",115.4,86.8,0.238,0.173,0.61,0.636,105.3
"2019-20","Golden State Warriors","2019-11-27T00:00:00","GSW vs. CHI",108.5,87.5,0.188,0.255,0.643,0.662,97
"2019-20","Memphis Grizzlies","2019-11-27T00:00:00","MEM vs. LAC",113.5,109.6,0.44,0.212,0.533,0.58,104.2
"2019-20","Indiana Pacers","2019-11-27T00:00:00","IND vs. UTA",133.3,115.7,0.409,0.098,0.612,0.637,103
"2019-20","Milwaukee Bucks","2019-11-27T00:00:00","MIL vs. ATL",98.1,82.7,0.185,0.135,0.477,0.51,108.7
"2019-20","Toronto Raptors","2019-11-27T00:00:00","TOR vs. NYK",141.7,110.6,0.476,0.125,0.667,0.682,96.1
"2019-20","Oklahoma City Thunder","2019-11-27T00:00:00","OKC @ POR",127.8,135.2,0.148,0.037,0.512,0.62,108.4
"2019-20","San Antonio Spurs","2019-11-27T00:00:00","SAS vs. MIN",114.9,116.7,0.214,0.021,0.49,0.509,95.7
"2019-20","Chicago Bulls","2019-11-27T00:00:00","CHI @ GSW",87.5,108.5,0.4,0.208,0.422,0.433,97
"2019-20","Philadelphia 76ers","2019-11-27T00:00:00","PHI vs. SAC",100,91.8,0.136,0.14,0.5,0.581,98.9
"2019-20","Cleveland Cavaliers","2019-11-27T00:00:00","CLE vs. ORL",102,111.8,0.333,0.196,0.466,0.528,101.7
"2019-20","Charlotte Hornets","2019-11-27T00:00:00","CHA vs. DET",106.8,93.2,0.2,0.068,0.476,0.513,88.7
"2019-20","Atlanta Hawks","2019-11-27T00:00:00","ATL @ MIL",82.7,98.1,0.281,0.192,0.417,0.425,108.7
"2019-20","Brooklyn Nets","2019-11-27T00:00:00","BKN @ BOS",94,125.5,0.313,0.2,0.453,0.47,104
"2019-20","LA Clippers","2019-11-27T00:00:00","LAC @ MEM",109.6,113.5,0.31,0.173,0.543,0.554,104.2
"2019-20","Phoenix Suns","2019-11-27T00:00:00","PHX vs. WAS",112.5,120,0.323,0.125,0.5,0.557,111.2
"2019-20","Dallas Mavericks","2019-11-26T00:00:00","DAL vs. LAC",98.1,94.5,0.111,0.13,0.489,0.524,109
"2019-20","Washington Wizards","2019-11-26T00:00:00","WAS @ DEN",103.6,98.1,0.111,0.109,0.552,0.558,111.4
"2019-20","LA Clippers","2019-11-26T00:00:00","LAC @ DAL",94.5,98.1,0.2,0.164,0.451,0.527,109
"2019-20","Denver Nuggets","2019-11-26T00:00:00","DEN vs. WAS",98.1,103.6,0.292,0.259,0.488,0.549,111.4
"2019-20","Toronto Raptors","2019-11-25T00:00:00","TOR vs. PHI",111.1,104.4,0.174,0.089,0.55,0.558,93.4
"2019-20","San Antonio Spurs","2019-11-25T00:00:00","SAS vs. LAL",102.1,125,0.296,0.149,0.43,0.493,98.6
